ObjectID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_SingleLine,USER_DATEEND,USER_TIMESTART,USER_TIMEEND,USER_ADDRESS,USER_CODE_DEFINED,USER_Arrest,USER_LarcenyCode
1243,SyrStreets,M,100,A,600 E SENECA TPKE,600 E SENECA TPKE,600 E SENECA TPKE,StreetAddress,,,600 E SENECA TPKE,,,20,,600,600,606,600-606,R,E,,SENECA,TPKE,,,,,,,,,600 E SENECA TPKE,,,,,,,,,,,,,,,ENG,0,941593.789494767,1094119.96191664,941593.789494767,1094119.96191664,941328.256219445,941859.314058345,1093754.06375849,1094485.86332991,,600 E  SENECA TPKE,2022/10/05 00:00:00+00,1730,1000,600 E  SENECA TPKE,LARCENY,,All Other
1244,SyrStreets,M,100,A,800 WALNUT AVE,800 WALNUT AVE,800 WALNUT AVE,StreetAddress,,,800 WALNUT AVE,,,20,,800,800,898,800-898,R,,,WALNUT,AVE,,,,,,,,,800 WALNUT AVE,,,,,,,,,,,,,,,ENG,0,940784.552462619,1108917.55521841,940784.552462619,1108917.55521841,940519.185125666,941049.911081363,1108551.66303298,1109283.4506591,,800 WALNUT AV,2022/10/05 00:00:00+00,1509,1510,800 WALNUT AV,LARCENY,,All Other
1245,SyrPoints,M,89.09,A,"300 SLOCUM, 13204","300 SLOCUM, 13204",300 SLOCUM,PointAddress,,,"300 SLOCUM, 13204",,,20,,300,,,,,,,SLOCUM,,,,,,,,,,300 SLOCUM,,,,,,,,,,,,13204,,,ENG,0,933271.939915756,1107918.08705634,933271.939915756,1107918.08705634,933006.439018094,933537.432097845,1107552.28470062,1108283.89266691,DR,300 SLOCUM DR,2022/10/04 00:00:00+00,0000,1030,300 SLOCUM DR,LARCENY,,From Motor Vehicle
1246,SyrStreets,M,100,A,200 REED AVE,200 REED AVE,200 REED AVE,StreetAddress,,,200 REED AVE,,,20,,200,200,298,200-298,R,,,REED,AVE,,,,,,,,,200 REED AVE,,,,,,,,,,,,,,,ENG,0,927607.334503554,1104187.93350009,927607.334503554,1104187.93350009,927341.696939555,927872.963355322,1103822.19958224,1104553.6706724,,200 REED AV,2022/10/04 00:00:00+00,1226,1226,200 REED AV,MURDER,Yes,
1247,SyrStreets,M,100,A,900 PARK AVE,900 PARK AVE,900 PARK AVE,StreetAddress,,,900 PARK AVE,,,20,,900,900,998,900-998,R,,,PARK,AVE,,,,,,,,,900 PARK AVE,,,,,,,,,,,,,,,ENG,0,928983.70038521,1112386.41197202,928983.70038521,1112386.41197202,928718.184132204,929249.207921876,1112020.65967052,1112752.16752819,,900 PARK AV,2022/10/05 00:00:00+00,0711,0801,900 PARK AV,LARCENY,,All Other
1248,SyrPoints,M,95.99,A,"500 W OSTRANDER, 13205","500 W OSTRANDER, 13205",500 W OSTRANDER,PointAddress,,,"500 W OSTRANDER, 13205",,,20,,500,,,,,W,,OSTRANDER,,,,,,,,,,500 W OSTRANDER,,,,,,,,,,,,13205,,,ENG,0,935508.92944688,1098436.58793445,935508.92944688,1098436.58793445,935243.350094335,935774.500087515,1098070.76122714,1098802.4178966,,500 W  OSTRANDER AV,2022/10/04 00:00:00+00,1437,1437,500 W  OSTRANDER AV,AGGRAVATED ASSAULT,Yes,
1249,SyrStreets,M,100,A,1200 CANAL ST,1200 CANAL ST,1200 CANAL ST,StreetAddress,,,1200 CANAL ST,,,20,,1200,1200,1298,1200-1298,R,,,CANAL,ST,,,,,,,,,1200 CANAL ST,,,,,,,,,,,,,,,ENG,0,945251.312626108,1113171.80097818,945251.312626108,1113171.80097818,944986.069017246,945516.547513526,1112805.85445837,1113537.75075356,,1200 CANAL ST,2022/10/04 00:00:00+00,0909,0909,1200 CANAL ST,AGGRAVATED ASSAULT,,
1250,SyrPoints,M,95.89,A,"700 UNIVERSITY, 13244","700 UNIVERSITY, 13244",700 UNIVERSITY,PointAddress,,,"700 UNIVERSITY, 13244",,,20,SU UNIVERSITY COLLEGE,700,,,,,,,UNIVERSITY,,,,,,,,,,700 UNIVERSITY,,,,,,,,,,,,13244,,,ENG,0,940143.450986369,1108855.81551629,940143.450986369,1108855.81551629,939878.072537188,940408.820717553,1108489.93099137,1109221.70329643,,700 UNIVERSITY AV,2022/10/04 00:00:00+00,1514,1518,700 UNIVERSITY AV,LARCENY,,Of Bicycle
1251,SyrPoints,M,90,A,"500 S SALINA, 13202","500 S SALINA, 13202",500 S SALINA,PointAddress,,,"500 S SALINA, 13202",,,20,CASA MIA PIZZERIA AND FISH FRY,500,,,,,S,,SALINA,,,,,,,,,,500 S SALINA,,,,,,,,,,,,13202,,,ENG,0,935440.918775841,1109339.60619362,935440.918775841,1109339.60619362,935175.470140632,935706.35869421,1108973.77762712,1109705.43801509,ST,500 S  SALINA ST,2022/10/04 00:00:00+00,0244,0244,500 S  SALINA ST,BURGLARY,,
1252,SyrStreets,M,100,A,2700 ERIE BLVD E,2700 ERIE BLVD E,2700 ERIE BLVD E,StreetAddress,,,2700 ERIE BLVD E,,,20,,2700,2700,2718,2700-2718,R,,,ERIE,BLVD,E,,,,,,,,2700 ERIE BLVD E,,,,,,,,,,,,,,,ENG,0,949907.108898512,1113190.97172985,949907.108898512,1113190.97172985,949641.940806197,950172.26826802,1112824.96966892,1113556.97704658,,2700 ERIE BLVD E,2022/10/04 00:00:00+00,0157,0157,2700 ERIE BLVD E,BURGLARY,,
1253,SyrPoints,M,90.77,A,"200 HERRIMAN, 13204","200 HERRIMAN, 13204",200 HERRIMAN,PointAddress,,,"200 HERRIMAN, 13204",,,20,,200,,,,,,,HERRIMAN,,,,,,,,,,200 HERRIMAN,,,,,,,,,,,,13204,,,ENG,0,928742.822572764,1107115.0411069,928742.822572764,1107115.0411069,928477.238728086,929008.397703564,1106749.29294778,1107480.79252056,ST,200 HERRIMAN ST,2022/10/03 00:00:00+00,1725,1725,200 HERRIMAN ST,BURGLARY,,All Other
1254,SyrStreets,M,100,A,300 OAKWOOD AVE,300 OAKWOOD AVE,300 OAKWOOD AVE,StreetAddress,,,300 OAKWOOD AVE,,,20,,300,300,330,300-330,R,,,OAKWOOD,AVE,,,,,,,,,300 OAKWOOD AVE,,,,,,,,,,,,,,,ENG,0,937224.825348926,1106994.39182471,937224.825348926,1106994.39182471,936959.377194996,937490.264786555,1106628.54256192,1107360.24434254,,300 OAKWOOD AV,2022/10/04 00:00:00+00,1039,1039,300 OAKWOOD AV,BURGLARY,Yes,
1255,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/10/03 00:00:00+00,1732,1732,1 DESTINY USA DR,LARCENY,Yes,Shoplifting
1256,SyrPoints,M,82.86,A,"500 FAYETTE, 13224","500 FAYETTE, 13224",500 FAYETTE,PointAddress,,,"500 FAYETTE, 13224",,,20,,500,,,,,,,FAYETTE,,,,,,,,,,500 FAYETTE,,,,,,,,,,,,13224,,,ENG,0,950813.820839239,1111359.15436847,950813.820839239,1111359.15436847,950548.645206703,951078.987749522,1110993.14195687,1111725.17003591,BLVD,500 FAYETTE BLVD,2022/10/03 00:00:00+00,0330,0330,500 FAYETTE BLVD,BURGLARY,,
1257,SyrPoints,M,95.89,A,"600 BELLEVUE, 13204","600 BELLEVUE, 13204",600 BELLEVUE,PointAddress,,,"600 BELLEVUE, 13204",,,20,,600,,,,,,,BELLEVUE,,,,,,,,,,600 BELLEVUE,,,,,,,,,,,,13204,,,ENG,0,932687.153796731,1105540.28743615,932687.153796731,1105540.28743615,932421.614701369,932952.684177768,1105174.49263161,1105906.08549547,,600 BELLEVUE AV,2022/10/03 00:00:00+00,0900,0900,600 BELLEVUE AV,AGGRAVATED ASSAULT,,
1258,SyrStreets,M,100,A,2800 S SALINA ST,2800 S SALINA ST,2800 S SALINA ST,StreetAddress,,,2800 S SALINA ST,,,20,,2800,2800,2898,2800-2898,R,S,,SALINA,ST,,,,,,,,,2800 S SALINA ST,,,,,,,,,,,,,,,ENG,0,937949.206013608,1100899.18544167,937949.206013608,1100899.18544167,937683.695855977,938214.707457491,1100533.32904318,1101265.04509517,,2800 S  SALINA ST,2022/10/04 00:00:00+00,0542,0542,2800 S  SALINA ST,BURGLARY,,From Building
1259,SyrStreets,M,100,A,4200 S SALINA ST,4200 S SALINA ST,4200 S SALINA ST,StreetAddress,,,4200 S SALINA ST,,,20,,4200,4200,4218,4200-4218,R,S,,SALINA,ST,,,,,,,,,4200 S SALINA ST,,,,,,,,,,,,,,,ENG,0,938024.323612307,1096281.28497041,938024.323612307,1096281.28497041,937758.758835197,938289.879677742,1095915.42881442,1096647.14438135,,4200 S  SALINA ST,2022/10/05 00:00:00+00,1339,1339,4200 S  SALINA ST,AGGRAVATED ASSAULT,Yes,
1260,SyrPoints,T,88,A,"100 SMITH, 13207","100 SMITH, 13207",100 SMITH,PointAddress,,,"100 SMITH, 13207",,,20,,100,,,,,,,SMITH,,,,,,,,,,100 SMITH,,,,,,,,,,,,13207,,,ENG,0,934705.221697842,1095080.13062194,934705.221697842,1095080.13062194,934439.588801464,934970.845884054,1094714.31431395,1095445.95018467,LN,100 SMITH LN,2022/10/02 00:00:00+00,0312,0312,100 SMITH LN,BURGLARY,,From Building
1261,SyrPoints,M,92,A,"1100 BUTTERNUT, 13208","1100 BUTTERNUT, 13208",1100 BUTTERNUT,PointAddress,,,"1100 BUTTERNUT, 13208",,,20,,1100,,,,,,,BUTTERNUT,,,,,,,,,,1100 BUTTERNUT,,,,,,,,,,,,13208,,,ENG,0,937830.134678724,1117109.70764096,937830.134678724,1117109.70764096,937564.818693009,938095.441943387,1116743.84866957,1117475.56986754,ST,1100 BUTTERNUT ST,2022/10/02 00:00:00+00,1440,2100,1100 BUTTERNUT ST,LARCENY,,From Building
1262,SyrStreets,M,100,A,200 RIVERDALE DR,200 RIVERDALE DR,200 RIVERDALE DR,StreetAddress,,,200 RIVERDALE DR,,,20,,200,200,298,200-298,R,,,RIVERDALE,DR,,,,,,,,,200 RIVERDALE DR,,,,,,,,,,,,,,,ENG,0,934696.983135323,1093764.19645734,934696.983135323,1093764.19645734,934431.334205778,934962.623355306,1093398.38056919,1094130.0156002,,200 RIVERDALE DR,2022/10/04 00:00:00+00,0913,0913,200 RIVERDALE DR,MV THEFT,,Of Bicycle
1263,SyrStreets,M,100,A,100 COMSTOCK AVE,100 COMSTOCK AVE,100 COMSTOCK AVE,StreetAddress,,,100 COMSTOCK AVE,,,20,,100,100,104,100-104,R,,,COMSTOCK,AVE,,,,,,,,,100 COMSTOCK AVE,,,,,,,,,,,,,,,ENG,0,941158.006448186,1110489.07828736,941158.006448186,1110489.07828736,940892.664168333,941423.340009005,1110123.18125828,1110854.97857173,,100 COMSTOCK AVE,2022/10/03 00:00:00+00,1814,1814,100 COMSTOCK AVE,BURGLARY,Yes,
1264,SyrPoints,M,95.89,A,"200 COMSTOCK, 13210","200 COMSTOCK, 13210",200 COMSTOCK,PointAddress,,,"200 COMSTOCK, 13210",,,20,,200,,,,,,,COMSTOCK,,,,,,,,,,200 COMSTOCK,,,,,,,,,,,,13210,,,ENG,0,941167.817651339,1109855.21829928,941167.817651339,1109855.21829928,940902.467858657,941433.158725271,1109489.32131056,1110221.11854331,,200 COMSTOCK AV,2022/10/02 00:00:00+00,1802,1802,200 COMSTOCK AV,BURGLARY,,From Building
1265,SyrPoints,M,91.43,A,"100 E ONONDAGA, 13202","100 E ONONDAGA, 13202",100 E ONONDAGA,PointAddress,,,"100 E ONONDAGA, 13202",,,20,CAFE SPACE (VACANT),100,,,,,E,,ONONDAGA,,,,,,,,,,100 E ONONDAGA,,,,,,,,,,,,13202,,,ENG,0,935771.303369712,1109656.20486963,935771.303369712,1109656.20486963,935505.863906191,936036.734116148,1109290.37228575,1110022.04070851,ST,100 E  ONONDAGA ST,2022/10/02 00:00:00+00,0230,1008,100 E  ONONDAGA ST,LARCENY,,From Motor Vehicle
1266,SyrPoints,M,90,A,"300 GIFFORD, 13204","300 GIFFORD, 13204",300 GIFFORD,PointAddress,,,"300 GIFFORD, 13204",,,20,CVS,300,,,,,,,GIFFORD,,,,,,,,,,300 GIFFORD,,,,,,,,,,,,13204,,,ENG,0,933785.914617652,1109288.52557456,933785.914617652,1109288.52557456,933520.43860011,934051.381918869,1108922.71675609,1109654.33764793,ST,300 GIFFORD ST,2022/10/02 00:00:00+00,2002,2002,300 GIFFORD ST,BURGLARY,,
1267,SyrStreets,M,100,A,100 REED AVE,100 REED AVE,100 REED AVE,StreetAddress,,,100 REED AVE,,,20,,100,100,198,100-198,R,,,REED,AVE,,,,,,,,,100 REED AVE,,,,,,,,,,,,,,,ENG,0,927555.445382773,1105194.83487017,927555.445382773,1105194.83487017,927289.819141192,927821.062911695,1104829.10132907,1105560.57166576,,100 REED AV,2022/10/03 00:00:00+00,1313,1313,100 REED AV,AGGRAVATED ASSAULT,,
1268,SyrStreets,M,100,A,100 WILLUMAE DR,100 WILLUMAE DR,100 WILLUMAE DR,StreetAddress,,,100 WILLUMAE DR,,,20,,100,100,118,100-118,R,,,WILLUMAE,DR,,,,,,,,,100 WILLUMAE DR,,,,,,,,,,,,,,,ENG,0,935899.273388092,1121231.54595978,935899.273388092,1121231.54595978,935633.976030557,936164.562023271,1120865.70901259,1121597.38616213,,100 WILLUMAE DR,2022/10/03 00:00:00+00,0254,0254,100 WILLUMAE DR,BURGLARY,,Of Bicycle
1269,SyrPoints,M,95.99,A,"500 S MIDLER, 13206","500 S MIDLER, 13206",500 S MIDLER,PointAddress,,,"500 S MIDLER, 13206",,,20,,500,,,,,S,,MIDLER,,,,,,,,,,500 S MIDLER,,,,,,,,,,,,13206,,,ENG,0,948176.52917504,1115263.83254965,948176.52917504,1115263.83254965,947911.358216201,948441.691410623,1114897.85060887,1115629.81774616,,500 S  MIDLER AV,2022/10/02 00:00:00+00,2058,2058,500 S  MIDLER AV,MV THEFT,,Of Bicycle
1270,SyrStreets,M,100,A,200 MILNOR AVE,200 MILNOR AVE,200 MILNOR AVE,StreetAddress,,,200 MILNOR AVE,,,20,,200,200,298,200-298,R,,,MILNOR,AVE,,,,,,,,,200 MILNOR AVE,,,,,,,,,,,,,,,ENG,0,949409.48451234,1110744.43457795,949409.48451234,1110744.43457795,949144.278729777,949674.681573343,1110378.43907233,1111110.43333934,,200 MILNOR AV,2022/10/03 00:00:00+00,0836,0836,200 MILNOR AV,BURGLARY,,
1271,SyrStreets,M,100,A,200 E BELDEN AVE,200 E BELDEN AVE,200 E BELDEN AVE,StreetAddress,,,200 E BELDEN AVE,,,20,,200,200,298,200-298,R,E,,BELDEN,AVE,,,,,,,,,200 E BELDEN AVE,,,,,,,,,,,,,,,ENG,0,935723.259973093,1113335.30222958,935723.259973093,1113335.30222958,935457.864231592,935988.646995866,1112969.46931719,1113701.13839702,,200 E  BELDEN AV,2022/10/03 00:00:00+00,1448,1448,200 E  BELDEN AV,LARCENY,,All Other
1272,SyrStreets,M,100,A,4800 S SALINA ST,4800 S SALINA ST,4800 S SALINA ST,StreetAddress,,,4800 S SALINA ST,,,20,,4800,4800,4852,4800-4852,R,S,,SALINA,ST,,,,,,,,,4800 S SALINA ST,,,,,,,,,,,,,,,ENG,0,938052.070080168,1093618.52749688,938052.070080168,1093618.52749688,937786.473562821,938317.657887045,1093252.67166643,1093984.38658225,,4800 S  SALINA ST,2022/10/04 00:00:00+00,0849,0849,4800 S  SALINA ST,LARCENY,Yes,From Building
1273,SyrStreets,M,100,A,1200 HIGHLAND ST,1200 HIGHLAND ST,1200 HIGHLAND ST,StreetAddress,,,1200 HIGHLAND ST,,,20,,1200,1200,1200,1200-1200,R,,,HIGHLAND,ST,,,,,,,,,1200 HIGHLAND ST,,,,,,,,,,,,,,,ENG,0,938153.376873044,1118765.58645484,938153.376873044,1118765.58645484,937888.086159045,938418.658865144,1118399.72321917,1119131.45294575,,1200 HIGHLAND ST,2022/10/03 00:00:00+00,2100,0644,1200 HIGHLAND ST,BURGLARY,,
1274,SyrStreets,M,100,A,2700 JAMES ST,2700 JAMES ST,2700 JAMES ST,StreetAddress,,,2700 JAMES ST,,,20,,2700,2700,2710,2700-2710,R,,,JAMES,ST,,,,,,,,,2700 JAMES ST,,,,,,,,,,,,,,,ENG,0,947021.428428193,1118465.63348801,947021.428428193,1118465.63348801,946756.277581159,947286.570550872,1118099.66452125,1118831.60571048,,2700 JAMES ST,2022/10/03 00:00:00+00,1601,1601,2700 JAMES ST,BURGLARY,Yes,
1275,SyrStreets,M,98.9,A,200 UNIVERSITY PL,200 UNIVERSITY PL,200 UNIVERSITY PL,StreetAddressExt,,,200 UNIVERSITY PL,,,20,,200,100,108,100-108,R,,,UNIVERSITY,PL,,,,,,,,,200 UNIVERSITY PL,,,,,,,,,,,,,,,ENG,0,939617.000398185,1107736.71751046,939617.000398185,1107736.71751046,939351.599897194,939882.392181846,1107370.83954029,1108102.59873582,,200 UNIVERSITY PL,2022/10/03 00:00:00+00,2053,2056,200 UNIVERSITY PL,LARCENY,,Motor Vehicle
1276,SyrStreets,M,100,A,300 FOBES AVE,300 FOBES AVE,300 FOBES AVE,StreetAddress,,,300 FOBES AVE,,,20,,300,300,498,300-498,R,,,FOBES,AVE,,,,,,,,,300 FOBES AVE,,,,,,,,,,,,,,,ENG,0,946258.374777935,1120247.89928532,946258.374777935,1120247.89928532,945993.233180424,946523.5076505,1119881.9389751,1120613.86285124,,300 FOBES AV,2022/10/03 00:00:00+00,1813,1813,300 FOBES AV,BURGLARY,,
1277,SyrStreets,M,100,A,200 WESTCOTT ST,200 WESTCOTT ST,200 WESTCOTT ST,StreetAddress,,,200 WESTCOTT ST,,,20,,200,200,298,200-298,R,,,WESTCOTT,ST,,,,,,,,,200 WESTCOTT ST,,,,,,,,,,,,,,,ENG,0,944078.235877509,1110577.10606511,944078.235877509,1110577.10606511,943812.941880237,944343.521154856,1110211.1741865,1110943.04119919,,200 WESTCOTT ST,2022/10/03 00:00:00+00,0423,0423,200 WESTCOTT ST,BURGLARY,,All Other
1278,,U,0,A,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0 PRESIDENTIAL PLZ,2022/10/02 00:00:00+00,2305,2305,0 PRESIDENTIAL PLZ,LARCENY,,From Motor Vehicle
1279,SyrStreets,M,100,A,400 VAN BUREN ST,400 VAN BUREN ST,400 VAN BUREN ST,StreetAddress,,,400 VAN BUREN ST,,,20,,400,400,450,400-450,R,,,VAN BUREN,ST,,,,,,,,,400 VAN BUREN ST,,,,,,,,,,,,,,,ENG,0,938353.080356209,1107032.8845439,938353.080356209,1107032.8845439,938087.650907688,938618.501088089,1106667.02181862,1107398.75052428,,400 VAN BUREN ST,2022/10/03 00:00:00+00,1500,1700,400 VAN BUREN ST,LARCENY,,Motor Vehicle
1280,SyrStreets,M,100,A,100 DELL ST,100 DELL ST,100 DELL ST,StreetAddress,,,100 DELL ST,,,20,,100,100,108,100-108,R,,,DELL,ST,,,,,,,,,100 DELL ST,,,,,,,,,,,,,,,ENG,0,943788.225128342,1108634.90431138,943788.225128342,1108634.90431138,943522.902928791,944053.538608935,1108268.97637676,1109000.83550143,,100 DELL ST,2022/10/02 00:00:00+00,1902,1902,100 DELL ST,ROBBERY,,
1281,SyrPoints,M,91.43,A,"1100 S MCBRIDE, 13202","1100 S MCBRIDE, 13202",1100 S MCBRIDE,PointAddress,,,"1100 S MCBRIDE, 13202",,,20,,1100,,,,,S,,MCBRIDE,,,,,,,,,,1100 S MCBRIDE,,,,,,,,,,,,13202,,,ENG,0,937614.313476573,1108025.66945408,937614.313476573,1108025.66945408,937348.8840932,937879.734143067,1107659.81529331,1108391.52686993,ST,1100 S  MCBRIDE ST,2022/10/01 00:00:00+00,0153,0153,1100 S  MCBRIDE ST,AGGRAVATED ASSAULT,,
1282,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/10/01 00:00:00+00,1255,0649,1 DESTINY USA DR,LARCENY,,From Motor Vehicle
1283,SyrStreets,M,100,A,100 JASPER ST,100 JASPER ST,100 JASPER ST,StreetAddress,,,100 JASPER ST,,,20,,100,100,198,100-198,R,,,JASPER,ST,,,,,,,,,100 JASPER ST,,,,,,,,,,,,,,,ENG,0,938321.628394488,1116008.31112843,938321.628394488,1116008.31112843,938056.307032681,938586.941035583,1115642.44656518,1116374.17894688,,100 JASPER ST,2022/10/02 00:00:00+00,2147,2147,100 JASPER ST,ROBBERY,,
1284,SyrPoints,M,95.89,A,"200 COMSTOCK, 13210","200 COMSTOCK, 13210",200 COMSTOCK,PointAddress,,,"200 COMSTOCK, 13210",,,20,,200,,,,,,,COMSTOCK,,,,,,,,,,200 COMSTOCK,,,,,,,,,,,,13210,,,ENG,0,941167.817651339,1109855.21829928,941167.817651339,1109855.21829928,940902.467858657,941433.158725271,1109489.32131056,1110221.11854331,,200 COMSTOCK AV,2022/10/01 00:00:00+00,1155,0759,200 COMSTOCK AV,LARCENY,,Of MV Parts/Accessories
1285,SyrStreets,M,100,A,100 MARY ST,100 MARY ST,100 MARY ST,StreetAddress,,,100 MARY ST,,,20,,100,100,122,100-122,R,,,MARY,ST,,,,,,,,,100 MARY ST,,,,,,,,,,,,,,,ENG,0,935739.31777621,1116021.32642191,935739.31777621,1116021.32642191,935473.954787578,936004.672044888,1115655.49265986,1116387.16343903,,100 MARY ST,2022/10/02 00:00:00+00,1637,1637,100 MARY ST,BURGLARY,Yes,
1286,SyrPoints,M,92.5,A,"200 GENESEE PARK, 13224","200 GENESEE PARK, 13224",200 GENESEE PARK,PointAddress,,,"200 GENESEE PARK, 13224",,,20,,200,,,,,,,GENESEE PARK,,,,,,,,,,200 GENESEE PARK,,,,,,,,,,,,13224,,,ENG,0,946839.191729225,1111001.78486247,946839.191729225,1111001.78486247,946573.947512728,947104.427224789,1110635.81994805,1111367.75303252,DR,200 GENESEE PARK DR,2022/10/01 00:00:00+00,0106,0106,200 GENESEE PARK DR,MV THEFT,,Of Bicycle
1287,SyrPoints,M,95.89,A,"200 WAVERLY, 13244","200 WAVERLY, 13244",200 WAVERLY,PointAddress,,,"200 WAVERLY, 13244",,,20,KEYBANK ATM,200,,,,,,,WAVERLY,,,,,,,,,,200 WAVERLY,,,,,,,,,,,,13244,,,ENG,0,940387.75624879,1107938.66378155,940387.75624879,1107938.66378155,940122.370651529,940653.133128401,1107572.77657053,1108304.55424779,,200 WAVERLY AV,2022/10/01 00:00:00+00,2325,0017,200 WAVERLY AV,LARCENY,,From Building
1288,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/10/01 00:00:00+00,1517,1517,1 DESTINY USA DR,LARCENY,,Shoplifting
1289,SyrStreets,M,100,A,100 W BORDEN AVE,100 W BORDEN AVE,100 W BORDEN AVE,StreetAddress,,,100 W BORDEN AVE,,,20,,100,100,198,100-198,R,W,,BORDEN,AVE,,,,,,,,,100 W BORDEN AVE,,,,,,,,,,,,,,,ENG,0,937014.303928156,1103551.54170366,937014.303928156,1103551.54170366,936748.810735701,937279.788405935,1103185.6957973,1103917.39086501,,100 W  BORDEN AV,2022/10/02 00:00:00+00,1911,1911,100 W  BORDEN AV,AGGRAVATED ASSAULT,,
1290,SyrPoints,M,95.89,A,"400 EUCLID, 13210","400 EUCLID, 13210",400 EUCLID,PointAddress,,,"400 EUCLID, 13210",,,20,,400,,,,,,,EUCLID,,,,,,,,,,400 EUCLID,,,,,,,,,,,,13210,,,ENG,0,942295.808978342,1106604.07601833,942295.808978342,1106604.07601833,942030.438073848,942561.171165238,1106238.16638666,1106969.9889053,,400 EUCLID AV,2022/10/01 00:00:00+00,2100,0807,400 EUCLID AV,LARCENY,,From Motor Vehicle
1291,SyrStreets,M,100,A,100 SEVENTH NORTH ST,100 SEVENTH NORTH ST,100 SEVENTH NORTH ST,StreetAddress,,,100 SEVENTH NORTH ST,,,20,,100,100,138,100-138,R,,,SEVENTH NORTH,ST,,,,,,,,,100 SEVENTH NORTH ST,,,,,,,,,,,,,,,ENG,0,936219.878642003,1121421.37328353,936219.878642003,1121421.37328353,935954.58877228,936485.159789186,1121055.53246431,1121787.21735792,,100 SEVENTH NORTH ST,2022/10/02 00:00:00+00,1905,1905,100 SEVENTH NORTH ST,LARCENY,Yes,From Building
1292,SyrPoints,M,90,A,"400 ROWLAND, 13204","400 ROWLAND, 13204",400 ROWLAND,PointAddress,,,"400 ROWLAND, 13204",,,20,,400,,,,,,,ROWLAND,,,,,,,,,,400 ROWLAND,,,,,,,,,,,,13204,,,ENG,0,928767.80891028,1106426.32228348,928767.80891028,1106426.32228348,928502.217149124,929033.39195786,1106060.57399238,1106792.07382916,ST,400 ROWLAND ST,2022/10/01 00:00:00+00,1845,1845,400 ROWLAND ST,AGGRAVATED ASSAULT,Yes,
1293,SyrStreets,M,100,A,200 CARBON ST,200 CARBON ST,200 CARBON ST,StreetAddress,,,200 CARBON ST,,,20,,200,200,298,200-298,R,,,CARBON,ST,,,,,,,,,200 CARBON ST,,,,,,,,,,,,,,,ENG,0,937596.02560845,1116851.48684059,937596.02560845,1116851.48684059,937330.702709465,937861.339786558,1116485.63072561,1117217.34621076,,200 CARBON ST,2022/10/02 00:00:00+00,2238,2238,200 CARBON ST,MURDER,Yes,
1294,SyrStreets,M,100,A,1100 N STATE ST,1100 N STATE ST,1100 N STATE ST,StreetAddress,,,1100 N STATE ST,,,20,,1100,1100,1102,1100-1102,R,N,,STATE,ST,,,,,,,,,1100 N STATE ST,,,,,,,,,,,,,,,ENG,0,934585.678941116,1115705.0047368,934585.678941116,1115705.0047368,934320.2934579,934851.055704857,1115339.18481358,1116070.82791504,,1100 N  STATE ST,2022/10/02 00:00:00+00,1630,1630,1100 N  STATE ST,BURGLARY,Yes,
1295,SyrStreets,M,100,A,600 WOLF ST,600 WOLF ST,600 WOLF ST,StreetAddress,,,600 WOLF ST,,,20,,600,600,698,600-698,R,,,WOLF,ST,,,,,,,,,600 WOLF ST,,,,,,,,,,,,,,,ENG,0,932871.366345739,1120526.78827697,932871.366345739,1120526.78827697,932606.011438889,933136.712531437,1120160.98762972,1120892.59217921,,600 WOLF ST,2022/10/02 00:00:00+00,1444,1444,600 WOLF ST,ROBBERY,Yes,
